Input Name,Input Address,Title,Rating,Reviews,Price Level,Tags
JOE & THE JUICE - Frederiksberg Centeret 2,"Falkoner Alle 21, 2000 Frederiksberg",JOE & THE JUICE,"3,0",95,100-200 kr a persona,", , "
JOE & THE JUICE - Jægersborg allé,"Jægersborg Alle 16, 2920 Charlottenlund",,,,,
"SSP DK, AFD. 43, O'Learys","Lufthavnsboulevarden 14, 1., 2770 Kastrup",SSP Danmark,"3,6",15,,
"SSP DK, AFD. 501 Dunkin Donuts LYNGBY","Lyngby Storcenter 1, st. 2, 2800 Kongens Lyngby",Dunkin' Donuts,"3,2",18,,
Frede & Vester's Smallegade,"Smallegade 24, 2000 Frederiksberg",Frede & Vester's,"4,6",380,100-200 kr a persona,", , , , , , , , , "
JOE & THE JUICE - Christianshavn Torv,"Torvegade 45, 1400 København K",JOE & THE JUICE,"4,1",248,100-200 kr a persona,", , , , , "
Espresso House - Lyngby Storcenter,"Lyngby Storcenter 1, st. 41, 2800 Kongens Lyngby",Espresso House,"3,8",77,100-200 kr a persona,", "
Espresso House - Rådhuspladsen,"Vesterbrogade 2A, 1620 København V",Espresso House,"4,1",1.881,1-100 kr a persona,", , , , , , , , , "
Dideriks Veranda,"Strandpromenaden 5, 3770 Allinge",Dideriks Veranda,"4,4",269,100-200 kr a persona,", , , , , "
Vintage N Coffee ApS,"Sløjfen 2, 2000 Frederiksberg",Vintage N Coffee,"4,1",462,100-200 kr a persona,", , , , , , , , , "
Espresso House - Søborg,"Søborg Hovedgade 58A, 2860 Søborg",Espresso House,"4,0",62,1-100 kr a persona,", "
Espresso House - Farum Bytorv,"Farum Bytorv 68, 3520 Farum",Espresso House DK,"4,1",9,1-100 kr a persona,
"SSP DK, AFD. 228 Dunkin Donuts HBG","Bernstorffsgade 16, 1577 København V",Dunkin' Donuts,"4,0",629,1-100 kr a persona,", , , , , , , , , "
Guldfasanen,"Nordre Fasanvej 1, 2000 Frederiksberg",Guldfasanen,"4,1",186,,
ROAST Coffee - Vesterport,"Ved Vesterport 2, 1612 København V",ROAST Coffee,"4,8",78,1-100 kr a persona,", , , , , , , , , "
Nón Lá Coffee ApS,"Enghavevej 16A, 1674 København V",Nón Lá Coffee,"4,8",210,1-100 kr a persona,", , , , , , , , , "
South Harbour Café ApS,"Hørdumsgade 1, st. tv, 2450 København SV",,,,,
Buddys Bubble Tea,"Christianshusvej 24, 2970 Hørsholm",Buddy's bubble tea,"3,9",15,,
Kaffe Layan,"Højvangsparken 8, 1. 3, 3700 Rønne",,,,,
bubble tea,"Bredgade 10, st. th, 1260 København K",,,,,
Cafe Ø ApS,"Skolevejen 2A, 3730 Nexø",,,,,
Segall's,"Vingårdstræde 17, st. tv, 1070 København K",Café Segalls,"4,8",420,100-200 kr a persona,", , , , , , , , , "
The Taste ApS,"Nørrebrogade 243, kl. tv, 2200 København N",,,,,
Jacobs Hjørne,"Frederiksberg Alle 62, 1820 Frederiksberg C",Jakobs Hjørne,"3,7",63,100-200 kr a persona,", , , "
Pearl Paradise,"Kastrupvej 324, 1. th, 2770 Kastrup",,,,,
"SSP DK, AFD 120, Gasoline Temp T3","Lufthavnsboulevarden 14, 1., 2770 Kastrup",SSP Danmark,"3,6",15,,
Holm-Hansen Fadølsservice,"Strandvejen 263, 2920 Charlottenlund",,,,,
HuQQa Copenhagen,"Valby Langgade 21B, 2500 Valby",Baroni Valby,"4,4",102,100-200 kr a persona,", , , , , "
Nordic Cowork,"Jagtvej 76, st. tv, 2200 København N",Nordic Cowork,,,,
Mokkariet Odensegade,"Odensegade 3, st., 2100 København Ø",,,,,
Joe & The Juice - Bella Center,"Center Boulevard 5, 2300 København S",JOE & THE JUICE,"3,5",8,100-200 kr a persona,
TapHuset I/S,"Gildbrovej 47, 1. 260, 2635 Ishøj",,,,,
Original Coffee Christianshavn,"Overgaden Neden Vandet 41, 1414 København K",Original Coffee Christianshavn,"4,2",20,1-100 kr a persona,", , "
Joe & The Juice - Strandvejen 149A,"Strandvejen 149A, 2900 Hellerup",JOE & THE JUICE,,,,
20 Grams CPH ApS,"Rosengården 13, 1174 København K",20 Grams - Specialty Coffee Shop,"4,6",1.221,100-200 kr a persona,", , , , , , , , , "
VIP Lounge,"Frederikssundsvej 129A, 2700 Brønshøj",Lounge 129,"4,8",111,200-300 kr a persona,
Tank2 ApS,"Ahornsgade 24, kl. tv, 2200 København N",,,,,
Tivoli,"Vesterbrogade 1H, 1620 København V",,,,,
Darcys Coffee ApS,"Rantzausgade 2, kl. th, 2200 København N",Darcy’s Kaffe,"4,6",563,1-100 kr a persona,", , , , , , , , , "
Cafe Krogen v/Søren Kinnerup,"Nørregade 13, 3390 Hundested",,,,,
Vaffelhjørnet,"Nørregade 2, 3390 Hundested",Vaffelhjørnet,"4,6",923,,", , "
ROAST Coffee - Studiestræde,"Studiestræde 16, kl., 1455 København K",,,,,
AlaskaKaffe v/Aleksandra Mariola Jedziniak,"Brøndbyøster Boulevard 26, 3. 19, 2605 Brøndby",CAFFÈ V,"4,0",681,1-10 € a persona,
CAFE HVEPSEREDEN V/KURT SKOUENBORG RASUSSEN,"Mimersgade 113, 2200 København N",,,,,
Munchies Copenhagen ApS,"Overgaden Oven Vandet 50A, st. th, 1415 København K",Munchies Cookies,"3,8",384,,", , , , , , , , , "
Kaffetukken,"Albjergparken 22, st. tv, 2660 Brøndby Strand",,,,,
Cafe Perlen,"Hallingparken 5, 2660 Brøndby Strand",Cafe Perlen,"4,5",50,,
Ålsgårde Brolaug,"Hathjulet 6, 3140 Ålsgårde",,,,,
Taste of Taiwan Bubble Tea - Gågade,"Nygade 6, 1164 København K",Taste of Taiwan,"4,2",152,,", , , , , , , , , "
Whole Beans I/S,"Ruten 181, 2. 1, 2700 Brønshøj",,,,,
Den Lille Kaffe tok,"Otto Brandenburgs Vej 60, 3. th, 2450 København SV",Den Lille Café,"4,7",81,1-100 kr a persona,", , , , , , , , , "
Den Bette - microbageri & kaffebar,"Kirkegårdsvej 27, 2300 København S",Den Bette,"4,8",101,1-100 kr a persona,
Starbucks,"Nordre Fasanvej 25, 2000 Frederiksberg",Starbucks,"3,8",51,,
Original Coffee Vandkunsten,"Vandkunsten 4, 1467 København K",Original Coffee Vandkunsten,"4,9",12,1-100 kr a persona,
La Cabra Coffee ApS,"Marguerite Vibys Plads 1, 2000 Frederiksberg",La Cabra Roastery,"4,8",38,,", , , "
Fru Due,"Hovedgade 32, 3730 Nexø",Fru Due,"4,7",138,1-100 kr a persona,", , , , , , "
Reina ApS,"Roskildevej 52B, 2000 Frederiksberg",Café Reina 1453,"4,2",29,200-300 kr a persona,
"Nummer Fem, Gråbrødretorv","Gråbrødretorv 5, kl., 1154 København K",,,,,
"Nummer Fem, Gråbrødretorv","Gråbrødretorv 5, kl., 1154 København K",,,,,
Democratic Coffee Bar,"Krystalgade 15, 1172 København K",Democratic Coffee,"4,4",849,1-100 kr a persona,", , , , , , , , , "
CAFE ØRESUND V/CHRISTINA Lundgren Andersen,"Oehlenschlægersgade 41, 1663 København V",Café Øresund,"3,9",30,,", "
CORSO GROUP ApS,"Hvidovre Strandvej 91A, 2650 Hvidovre",,,,,
DAMSØ CAFE ApS,"Jydeholmen 45, st., 2720 Vanløse",Cafe Damsø,"4,1",77,100-200 kr a persona,
baresso coffee,"Arne Jacobsens Allé 12, 2300 København S",Espresso House,"3,6",485,1-100 kr a persona,", , , , , , , , , "
Espresso House - Højbro Plads,"Højbro Plads 3, 1200 København K",Espresso House,"4,0",540,1-100 kr a persona,", , , , , , , , , "
The Coffee Collective A/S,"Linnésgade 17, 1361 København K",,,,,
AM68 Agency / Sweet Treat,"Kristianiagade 14, 2100 København Ø",,,,,
Ny Grøndal v/Tina C Rasmussen,"Frederikssundsvej 219, 2700 Brønshøj",,,,,
baresso coffee,"Kalvebod Brygge 59, 2., 1560 København V",,,,,
baresso coffee,"Købmagergade 53, 1150 København K",,,,,
Zefside,"Frederiksholms Kanal 4, kl. tv, 1220 København K",Zefside,"3,9",308,,", , , , , , , , , "
CUB Coffee Bar ApS,"Boldhusgade 6, 1062 København K",H A N S Coffee,"4,6",943,1-100 kr a persona,", , , , , , , , , "
JOE & THE JUICE - Vanløse,"Vanløse Allé 89, 2720 Vanløse",JOE & THE JUICE,"3,6",51,100-200 kr a persona,", , "
Espresso House - Hillerød,"Slotsarkaderne 225, 3400 Hillerød",Espresso House,"3,9",294,1-100 kr a persona,", , , "
Original Coffee Nordhavn,"Göteborg Plads 6, 2150 Nordhavn",Original Coffee Nordhavn,"4,4",273,1-100 kr a persona,", , , , , , , , , "
Cucuruchu ApS,"Lindebjergvej 109, 3360 Liseleje",,,,,
JOE & THE JUICE - Hørsholm,"Hørsholm Midtpunkt 125, 2970 Hørsholm",JOE & THE JUICE,"3,1",54,100-200 kr a persona,
Espresso House - Torvehallerne,"Frederiksborggade 24, st., 1360 København K",Espresso House,"4,0",661,1-100 kr a persona,", , , , , , , , , "
CAFE CAPITO ØRESUND,"Strandvejen 343, 2930 Klampenborg",CAPITO ØRESUND,"4,8",76,1-100 kr a persona,", , "
JOE & THE JUICE - Gl Kongevej 2,"Gammel Kongevej 98, 1850 Frederiksberg C",JOE & THE JUICE,"3,3",60,1-100 kr a persona,", "
Kaffemanden ApS,"Glahns Alle 2, 2000 Frederiksberg",Kaffemanden,,,,
Prolog Coffee Bar Høkerboderne,"Høkerboderne 16, 1712 København V",Prolog Coffee Bar Meatpacking District,"4,6",1.208,1-100 kr a persona,
Kaffebaren v/ Benny Langtoft,"Rødovrevej 302, st., 2610 Rødovre",,,,,
Espresso House - Østerport st.,"Oslo Plads 8, 2100 København Ø",Espresso House,"3,6",107,1-100 kr a persona,", , , , , , , , , "
Coffee Collective,"Sankt Hans Torv 3, 2200 København N",Coffee Collective Sankt Hans Torv,"4,4",157,1-100 kr a persona,", , , , , , , , , "
Kamelens Kys ApS,"Nordre Beddingsvej 39, 3390 Hundested",Kamelens Kys,"4,6",30,100-200 kr a persona,
Østerport Station,"Oslo Plads 8, 2100 København Ø",,,,,
Espresso House - Amager Centret,"Reberbanegade 3, st., 2300 København S",,,,,
Espresso House - Landsite,"Kastrup Tværvej B 1, 2770 Kastrup",,,,,
Dessertcaféen Hyggenygge ApS,"Carl Jacobsens Vej 15A, 2500 Valby",Dessertcaféen Hyggenygge,"4,8",123,1-100 kr a persona,", , "
Espresso House - Scandic Spectrum,"Kalvebod Brygge 10, 1560 København V",,,,,
Oberra,"Skjolds Plads 4, st., 2200 København N",Oberra,"4,2",146,400-500 kr a persona,", , , , , , , , , "
Konsjös Ørestad Syd,"Asger Jorns Allé 9A, 2300 København S",Konsjös,"4,5",168,1-100 kr a persona,", , , , , , , , , "
"SSP DK, AFD. 31, WOK Landside","Lufthavnsboulevarden 14, 1., 2770 Kastrup",SSP Danmark,"3,6",15,,
JOE & THE JUICE - Lufthavn 3 / Baggage,"Lufthavnsboulevarden 1, 2770 Kastrup",Joe & the Juice,"2,8",402,1-200 kr a persona,", , , , , , , , , "
Disco Fish ApS,"Studiestræde 9, st., 1455 København K",Disco Fish APS,,,,
Prolog Coffee Bopa Plads,"Randersgade 45, kl. tv, 2100 København Ø",Prolog Coffee Bar Randersgade,"4,5",166,1-100 kr a persona,", , , , , , , , , "
CPH Airport T2 Landside,"Lufthavnsboulevarden 4, 2770 Kastrup",,,,,
Mirabel,"Istedgade 58, 1650 København V",,,,,
S&S kaffebaren ApS,"Nordlandsgade 7, 3. th, 2300 København S",,,,,
Joe & The Juice - Bella Center,"Center Boulevard 5, 2300 København S",JOE & THE JUICE,"3,5",8,100-200 kr a persona,
JOE & THE JUICE - Lyngby Magasin,"Lyngby Hovedgade 43, 2800 Kongens Lyngby",,,,,
Jenny's Æblehaven ApS,"Snogebæk, 3730 Nexø",,,,,
Starbucks Fiolstræde,"Fiolstræde 20, 1171 København K",Starbucks,"3,7",60,1-100 kr a persona,", , "
Bellas Coffee Lab,"Michael Strunges Vej 12, 2300 København S",Bellas Coffee Lab Roastery,"4,8",279,1-100 kr a persona,", , , , , , , , , "
Riccos Kaffe NHM,"Øster Voldgade 5, 1350 København K",Riccos Kaffebar,"3,9",35,100-200 kr a persona,", , , "
Bastard Café ApS,"Rådhusstræde 13, 1466 København K",Bastard Café,"4,7",4.770,1-100 kr a persona,", , , , , , , , , "
Platform ApS,"Haderslevgade 30, st. th, 1671 København V",,,,,
Coffee World,"Ny Kronborgvej 2, 3000 Helsingør",,,,,
Kaffepåhjul,"Flensborggade 35, 5. th, 1669 København V",,,,,
Democratic KBH Museum,"Stormgade 18, 1555 København V",Museo di Copenaghen,"4,3",1.545,,", , , , , , , , , "
Riccos Hovedafdeling,"Sluseholmen 1, 2450 København SV",Riccos Coffee Shop,"4,3",390,1-100 kr a persona,", , , , , , , , , "
The Golden Pheasant ApS,"Eversvej 3, 1. tv, 2000 Frederiksberg",,,,,
Milans,"Store Regnegade 24, st., 1110 København K",Milans,"4,6",22,1-100 kr a persona,", , , , "
Syd-Øst for Paradis,"Skovgade 34, 3740 Svaneke",Syd-Øst For Paradis v/Søren Henriksen,"4,4",251,1-100 kr a persona,", , "
jane s smørrebrød og catering,"Herlev Hovedgade 60, 2730 Herlev",Jane's Smørrebrød/Catering,"4,7",31,1-100 kr a persona,
Riccos Kaffe Rentemestervej,"Rentemestervej 80, st., 2400 København NV",Riccos Kaffe,"4,3",61,1-100 kr a persona,
Quincy ApS,"Gothersgade 33A, 3. th, 1123 København K",,,,,
Banken,"Gasværksvej 23, st. tv, 1656 København V",Banken,"4,8",35,100-200 kr a persona,", "
Peders ApS,"Østerdalsgade 1B, 5., 2300 København S",,,,,
Café Domhuset,"Hospitalsvej 5, 2000 Frederiksberg",Cafe Domhuset,"4,3",168,1-100 kr a persona,
Thomsens service v k thomsen,"Lammeengen 35, 2765 Smørum",,,,,
MariaElla Lounge,"Skovledet 103A, 2. th, 3400 Hillerød",,,,,
partypølen,"Scandiagade 74, 1. tv, 2450 København SV",,,,,
Peders ApS,"Sankt Peders Stræde 31, kl., 1453 København K",Peders - Craft Beer Bar & Bottle Shop,"4,8",678,100-200 kr a persona,", , , , , , , , , "
BD/CC,"Hf. Engly 46, 2300 København S",,,,,
Little House Pakkerivej ApS,"Viborggade 70B, st., 2100 København Ø",,,,,
Little House Pakkerivej ApS,"Pakkerivej 1, 2500 Valby",little house Valby,"4,1",50,,", , "
Carol's Kaffe,"Egedalsvænge 9, 3. tv, 2980 Kokkedal",,,,,
Garage,"Heimdalsgade 42, 2200 København N",Garage,"5,0",,,
Jiahe ApS,"Helsingørsgade 15, st. tv, 3400 Hillerød",,,,,
Kaffeiin,"Frederikssundsvej 299, st. th, 2700 Brønshøj",Kaffeiin - Kaffe og sandwich og deserter.,"4,7",121,1-100 kr a persona,", "
Espresso House - Amagerbrogade,"Amagerbrogade 51, 2300 København S",Espresso House,"4,0",468,1-100 kr a persona,", , , , , "
Coffee First cafe nr. 2,"Ved Vesterport 4, st., 1612 København V",Coffee First,"4,5",49,100-200 kr a persona,", , "
3-Dashes ApS,"Kompagnistræde 9, kl., 1208 København K",,,,,
Mariager,"Drosselvej 22, 3660 Stenløse",,,,,
Berjaya Coffee Nordic ApS,"Amerika Plads 37, 2100 København Ø",,,,,
Oasen,"Slotsbakken 210, 2970 Hørsholm",,,,,
Coffee First Kaffecykel,"Gammel Kongevej 10, 1610 København V",Coffee First,"4,4",520,100-200 kr a persona,", , , , , , , , , "
kaffe-to-go,"Lilletoften 30, 1. tv, 2740 Skovlunde",Kaffeexpert.dk,,,,
Vesterbrogade,"Vesterbrogade 1G, 1620 København V",Vesterbrogade 1G,,,,
Food Truck,"Nøglegårdsvej 18A, 3540 Lynge",,,,,
Event Bar,"Nøglegårdsvej 18A, 3540 Lynge",,,,,
Cafe Strandhuset,"Nivå Strandpark 21, 2990 Nivå",Cafe Strandhuset,"4,5",258,100-200 kr a persona,", , , , , , , , , "
Bubblewow ApS,"Gammeltorv 8, 1457 København K",Bubblewow,"4,8",703,,", , , , , , , , , "
JJ22 ApS,"Masnedøgade 3, 3. th, 2100 København Ø",,,,,
Riccos kaffe - Kaktus towers,"Dybbølsbro 1, 1577 København V",Riccos Kaffebar Kaktus Towers,"4,2",33,1-100 kr a persona,", , , , , "
Original Coffee Jorcks Passage,"Jorcks Passage 1A, st., 1162 København K",Original Coffee Jorcks Passage,"4,7",29,1-100 kr a persona,", , , "
Funder i Frederiksberg Have,"Frederiksberg Runddel 3F, 2000 Frederiksberg",,,,,
Allo,"Ryumgårdvej 29, 2770 Kastrup",Ryumgårdvej 29,,,,
JOE & THE JUICE - Vesterbrogade,"Vesterbrogade 57, 1620 København V",,,,,
MONTEGRO ApS,"Frederiksborgvej 7, 2400 København NV",,,,,
Cafe Spiren 2024 ApS,"Høvedstensvej 47, 2650 Hvidovre",,,,,
JOE & THE JUICE - Fields,"Arne Jacobsens Allé 12, 2300 København S",JOE & THE JUICE,"3,7",290,1-200 kr a persona,", , , , "
JOE & THE JUICE - Waterfront,"Tuborg Havnevej 4 - 8, 2900 Hellerup",Joe & The Juice,"3,2",57,,", "
Bassinet,"Århusgade 64, kl. tv, 2100 København Ø",,,,,
Café Sweet Surrender,"Dybbølsgade 49, 1721 København V",Café Sweet Surrender,"4,6",189,100-200 kr a persona,", , , , , "
Cafe Erik,"Valdemarsgade 24, 1665 København V",Cafe Erik,"4,5",111,1-100 kr a persona,", "
Espresso House Denmark A/S,"Vimmelskaftet 43, 4., 1161 København K",,,,,
CAFÉ BLÅGÅRDS APOTEK ApS,"Blågårds Plads 2, 2200 København N",Blågård's Pharmacy,"4,4",741,100-200 kr a persona,", , , , , , "
Coffee First ApS,"Gammel Kongevej 1, st., 1610 København V",Coffee First,"4,4",520,100-200 kr a persona,", , , , , , , , , "
Kaffe v/Lasse Johansen,"Istedgade 90, 1650 København V",Café V,"4,3",94,,
Søborg Kaffehus ApS,"Søborg Hovedgade 104, 2860 Søborg",Søborg Kaffehus,"4,8",168,1-100 kr a persona,", "
S.E Piben ApS,"Sallingvej 65, st., 2720 Vanløse",,,,,
Dojo's Kaffebar ApS,"Larsbjørnsstræde 20, 1454 København K",Dojos kaffebar,"4,7",22,1-100 kr a persona,", "
Nærum Kaffebar,"Nærum Hovedgade 41, 2850 Nærum",Nærum Kaffebar,"5,0",28,100-200 kr a persona,
Rådhuspladsen foodprep,"Vesterbrogade 3A, 1620 København V",,,,,
Kaffe & Events ApS,"Grøndals Parkvej 81, 2720 Vanløse",,,,,
Artisan Pop Up,"Gothersgade 113, st., 1123 København K",,,,,
Espresso House Herlev Bymidte,"Herlev Torv 2, 2730 Herlev",Espresso House,"4,3",15,1-100 kr a persona,
Kafferiet i Kongens Have,"Kronprinsessegade 1, 1306 København K",Kafferiet,"4,6",186,1-100 kr a persona,", , , , , , , , , "
Joe & The Juice - Danske Bank HQ,"Bernstorffsgade 38, 1577 København V",,,,,
Cafe Bagsværd v/Celik Irfan,"Bagsværd Hovedgade 130, st., 2880 Bagsværd",,,,,
Sansegården ApS,"Lille Kildebækvej 3, 3660 Stenløse",Sansegården ApS,"5,0",8,,
The Coffee Fellaz,"Helgolandsgade 10, kl. th, 1653 København V",,,,,
Tea:licious Café,"Studiestræde 21, 1455 København K",Tea:licious Cafe,"4,5",425,,", , , , , , , , , "
Bastard Café Valby,"Valgårdsvej 4, 2500 Valby","Bastard Café Valby _ Outdoor Seating, Beers & Chill","4,6",145,1-100 kr a persona,", , , , , , , , , "
Kohinoor ApS,"Glumsøvej 44, 2700 Brønshøj",Kohinoor,"4,7",30,100-200 kr a persona,
Tak for Kaffe,"Niels Hemmingsens Gade 10, 1153 København K",Tak For Kaffe,"4,6",163,1-100 kr a persona,", , , , , , , , , "
Røde Roses Kaffebar,"Baldersgade 65, 2200 København N",,,,,
Espresso House - Lyngby Hovedgade,"Lyngby Hovedgade 49B, 2800 Kongens Lyngby",Espresso House,"4,0",629,1-100 kr a persona,", , , , , , "
JOE & THE JUICE A/S,"Østergade 26, 1100 København K",,,,,
"Bevars Kaffe, Øl og Vin-Bar","Ravnsborggade 10B, st., 2200 København N",Bevar’s,"4,4",399,,", , , , , , , , , "
JOE & THE JUICE - Frederiksberg Centeret,"Falkoner Alle 21, 2., 2000 Frederiksberg",,,,,
ASA 2014 ApS,"Fiolstræde 42, 1171 København K",Asa 2014 ApS,,,,
Original Coffee Store Kongensgade,"Store Kongensgade 124, st., 1264 København K",Original Coffee Store Kongensgade,"4,5",182,1-100 kr a persona,", , , , , , , , , "
bichoy tadros,"Malmbergsvej 15, 3. th, 2850 Nærum",La Rosa Pizzaria & Grill,"4,0",134,1-100 kr a persona,
JOE & THE JUICE - Sankt Annæ Plads,"Sankt Annæ Plads 13, 1250 København K",JOE & THE JUICE,"4,1",389,100-200 kr a persona,", , , , , , , , , "
ROAST COFFEE ApS,"Vestmannagade 6, kl., 2300 København S",,,,,
Original Coffee Hellerup,"Strandvejen 149, 1., 2900 Hellerup",Original Coffee Hellerup,"4,4",209,1-100 kr a persona,", , , , , , , , "
Fjordens café og ishus minigolf,"Havnegade 16, 3390 Hundested",Fjordens café og ishus - minigolf,"3,8",106,,
Espresso House - Glostrup,"Glostrup Shoppingcenter 19, st., 2600 Glostrup",Espresso House,"4,1",305,1-100 kr a persona,
Linds kaffebar,"Oscar Brunsvej 9, 3050 Humlebæk",Lind's Kaffebar,"4,2",260,1-100 kr a persona,", , , , , , , , , "
Starbucks Frederiksbergcenteret,"Falkoner Alle 21, 2000 Frederiksberg",Starbucks,"3,7",497,1-100 kr a persona,
Espresso House - Spinderiet,"Valby Torvegade 12, 2500 Valby",Espresso House,"3,9",391,1-100 kr a persona,", , , , , "
Tesalon Tivoli ApS,"Vesterbrogade 3, 1620 København V",Chaplon Tesalon,"4,1",56,100-200 kr a persona,
Espresso House - Ballerup,"Banetoften 30, 2750 Ballerup",Espresso House,"3,9",276,1-100 kr a persona,", "
DDTM Kanalen v/ Dorte Sys Dahlstrøm,"Kanalvejen 3, 3250 Gilleleje",Restaurant Kanalen,"4,5",955,,", , , , , , , , , "
SEIJ Food ApS,"Lillegrund 2, 4. th, 2300 København S",,,,,
Islands Brygge,"Islands Brygge 21, 2300 København S",Islands Brygge 21,,,,
Joe & The Juice - Sandkaj,"Sandkaj 19, 2150 Nordhavn",JOE & THE JUICE,"4,3",52,1-100 kr a persona,
Frede og Vester's ApS,"Falkoner Alle 15, 4. th, 2000 Frederiksberg",Frede & Vester's,"4,6",380,100-200 kr a persona,", , , , , , , , , "
Spinderiet,"Valby Torvegade 9, 2500 Valby",Spinderiet,"4,0",4.023,,", , , , , , , , , , , , , , , , "
Jack's - Amager Strandpark,"Amager Strand Promenaden 1, 2300 København S",Jack's,"4,5",6,,
Jack's - BaseCamp Sølvgade,"Georg Brandes Plads 2, 1307 København K",DIS Sølvgade,"4,1",217,,", , , , , , , , , "
Eksperimenterende Frikadelle I/S,"Møntmestervej 50, 2. th, 2400 København NV",,,,,
Luftkastellet Søder Hoved,"Refshalevej 147, 3., 1432 København K",Skabelonloftet,"4,5",62,,
Finn Inn v/Finn Embøl Hansen,"Taastrup Hovedgade 77, 2630 Taastrup",,,,,
Beertunes,"Gammel Køge Landevej 40, 3. 332, 2500 Valby",,,,,
Coffee Fix,"Ruskær 10, st. th, 2610 Rødovre",,,,,
The mobile Coffee Shop I/S,"Skelbæk 7, 3600 Frederikssund",,,,,
Nonna cafe ApS,"Kompagnistræde 10, 1208 København K",Nonna Cafe,"5,0",99,1-100 kr a persona,", , , , , , , , , "
Jack's - Bellevue Syd,"Strandvejen 338, 2930 Klampenborg",,,,,
Segall Group ApS,"Amagerbrogade 2, 3. th, 2300 København S",,,,,
Stemning ApS,"Industriparken 25, kl., 2750 Ballerup",,,,,
Mokkariet Istedgade,"Istedgade 17, st. tv, 1650 København V",Mokkariet,"4,3",107,,", , , , "
ROVSING EJENDOMME ApS,"Paris Boulevard 12, 2650 Hvidovre",Rovsing A/S,"5,0",5,,
CAFE WOODY ApS,"Hvidpilevej 3, 2600 Glostrup",,,,,
HOS TOVE V/DAISY TOLSTRUP,"Gasværksvej 29, 1656 København V",,,,,
Espresso House - Waterfront,"Philip Heymans Alle 17, 2900 Hellerup",Espresso House,"4,0",433,1-100 kr a persona,", , , , , , , , , "
DUPONG ApS,"Griffenfeldsgade 52, st. th, 2200 København N",Dupong,"4,5",264,100-200 kr a persona,", , , , , , "
KB-24 ApS,"Ny Adelgade 3, 1104 København K",Frank,"4,7",407,,", , , , , , , , , "
Cafecito Mora ApS,"Holmbladsgade 18, 2300 København S",Cafecito Mora,"4,9",14,100-200 kr a persona,
Original Coffee Istedgade,"Istedgade 64, st. 1, 1650 København V",Original Coffee Istedgade,"4,4",79,1-100 kr a persona,", , , , "
The Cider House,"Lundevej 13, 2765 Smørum",The Cider House I/S,,,,
Cafe Dagligstuen,"Torvet 8, 3720 Aakirkeby",Dagligstuen,"4,6",14,,
Grusgraven,"Enghavevej 11, st. tv, 1674 København V",Grusgraven,"4,4",87,100-200 kr a persona,
Riccos Kaffe Nordvest,"Rentemestervej 80, st., 2400 København NV",,,,,
Riccos Kaffe Christianshavn,"Christianshavns Torv 6, 1410 København K","Riccos, Chr. Torv","5,0",4,,
Cake & Coffee v/ Marianne Eilertsen,"St Magleby Strandvej 5, 2791 Dragør",,,,,
Espresso House - Østerbrogade,"Østerbrogade 72, 2100 København Ø",Espresso House,"3,9",342,1-100 kr a persona,", , , , "
